0,1958.3783,1343.1572,15.3746,270.1425,0,0,24,300,-1,-1
266,1958.3783,1343.1572,15.3746,270.1425,0,0,24,300,-1,-1
267,1958.3783,1343.1572,15.3746,270.1425,0,0,24,300,-1,-1
268,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
269,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
270,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
271,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
272,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
	
280,1958.3783,1343.1572,15.3746,270.1425,0,0,24,300,-1,-1
281,1958.3783,1343.1572,15.3746,270.1425,0,0,24,300,-1,-1
282,1958.3783,1343.1572,15.3746,270.1425,0,0,24,300,-1,-1
283,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
284,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
285,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
286,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
287,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
	
254,1958.3783,1343.1572,15.3746,0.0,0,0,24,300,-1,-1
255,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
256,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
257,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
258,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
259,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
260,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
261,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
262,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
263,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
264,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
274,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
275,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
276,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
	
1,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
2,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
290,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
291,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
292,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
293,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
294,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
295,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
296,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
297,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
298,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
299,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1

277,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
278,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
279,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
288,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
47,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
48,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
49,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
50,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
51,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
52,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
53,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
54,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
55,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
56,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
57,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
58,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
59,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
60,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
61,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
62,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
63,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
64,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
66,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
67,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
68,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
69,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
70,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
71,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
72,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
73,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
75,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
76,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
78,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
79,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
80,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
81,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
82,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
83,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
84,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
85,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
87,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
88,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
89,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
91,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
92,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
93,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
95,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
96,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
97,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
98,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
99,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
100,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
101,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
102,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
103,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1
